58.98130785,223.9383199,59.25437699,224.1350302,58.82848351,223.9929109,58.99586555,224.5194828,59.31534522,223.7057478,59.51034903,223.8519649,58.7978136,224.6191987,58.8426146,224.7182,58.78392702,225.3421175,58.74672702,225.273567,59.14419266,225.6873818,58.88411208,225.2894751
80.20617134,295.7853633,79.52577553,296.8372424,79.99946912,296.3427926,80.17391514,296.2745969,80.02163408,296.3390442,79.78631371,296.9353069,79.61825141,296.7207062,80.23983991,297.8516008,79.79859365,297.3019035,79.40300544,298.3169227,79.46662194,299.0317928,79.93843656,298.3245027
108.6471012,384.9565894,108.9686783,385.5720641,108.1208115,386.8692737,108.353194,385.3489056,108.0456845,385.8925503,108.6270932,386.6362663,108.1432222,387.0163038,108.2992286,388.5138439,108.1599988,389.610446,108.6954719,388.7935329,108.5306728,389.7622898,109.2193531,389.002284
144.8997583,501.0111755,143.9915186,501.8903537,144.8827968,502.4091942,144.1415523,503.2866018,144.7555246,501.550497,143.2002661,501.8014789,143.3932487,502.8801258,144.8490963,505.9925472,143.9950916,506.4674358,143.6166994,507.9796468,143.6412438,507.1295752,143.3068515,507.1631629
188.3143523,652.127346,188.3113934,654.2965953,189.7041098,655.2801344,189.1193583,653.7677964,187.4591367,653.8231975,188.4855315,654.6175287,187.3906937,655.1280876,189.02543,659.3768061,187.8189822,659.8134278,188.2244512,660.9050398,188.7557168,660.8706923,187.3508584,661.8791925
237.4239369,855.956886,240.2401356,860.9720864,238.7714217,858.1529724,238.0523817,858.4687225,239.4302819,858.8917872,237.4433557,861.9988694,237.1933381,862.76917,242.8080191,865.2825185,240.6694434,865.7814794,238.0677565,866.7190278,237.6062771,870.6506128,237.5067608,867.6532794
310.7739575,1129.814328,309.9292966,1132.78388,311.3111178,1129.537772,309.1440442,1131.318313,310.7284679,1132.388959,309.8563327,1137.353573,304.4303692,1134.370731,310.7201697,1140.545069,312.4401184,1143.898955,306.0301576,1146.309619,308.0807457,1148.087452,305.0387709,1149.338848
409.9645343,1503.583197,402.3822067,1507.975183,405.5151089,1497.664018,398.6252304,1504.633677,399.0645005,1501.006491,397.2518061,1504.441199,402.6815251,1509.081587,404.3276028,1517.626318,407.1156745,1512.131092,397.6851996,1519.923471,406.0667717,1520.673973,393.6808573,1528.634362
550.6550674,2002.963735,549.7336619,2008.804474,536.8780238,2005.418619,541.7975378,2008.434704,534.1981801,2010.947181,529.0911107,2015.130072,530.4886736,2021.896963,541.6758297,2015.288285,532.9507665,2025.686865,534.6158036,2028.384464,526.8941023,2031.706234,529.9004719,2025.460722
790.5280675,2671.339159,761.3437868,2679.591371,763.6885601,2662.547468,752.8813648,2670.262963,747.2657566,2669.64218,757.0222138,2684.395813,758.0125027,2683.608411,765.9529066,2691.88595,765.7552353,2704.641769,760.4308454,2699.011454,752.9364786,2719.405485,749.3351841,2717.573915
1178.035171,3493.624718,1131.489399,3538.547014,1126.91596,3516.802699,1142.990727,3548.684351,1092.992535,3520.912528,1151.552537,3541.720284,1133.091476,3547.850683,1124.550774,3535.755225,1145.397858,3547.979032,1134.262259,3569.751715,1116.710212,3593.313162,1105.644688,3573.127017
1779.240714,4557.741046,1741.831148,4602.52372,1706.288406,4637.309058,1752.568387,4666.198162,1717.510713,4620.831545,1683.694549,4624.461444,1670.563836,4674.126449,1677.818937,4624.113836,1692.875416,4699.449265,1670.993245,4718.147327,1683.36181,4709.299349,1651.939866,4717.678234
2683.121873,5792.215059,2651.820232,5898.307763,2563.353211,5841.577166,2553.25017,5933.975095,2568.251283,5954.992641,2583.8885,6003.788025,2531.541621,5979.71837,2611.314002,5945.014839,2651.375105,5913.960365,2592.285967,5993.741234,2574.727638,6101.449049,2608.888345,6122.617373
4003.445361,7185.71549,3878.46849,7366.562443,4017.433184,7193.096,4070.247109,7462.54187,3844.277282,7462.495433,3907.535651,7358.017288,3875.523896,7615.401455,4007.644235,7363.857065,3869.902591,7531.010852,3763.587237,7632.962876,3928.608989,7651.435425,3820.454968,7664.733958
5890.816892,8733.635711,5904.92444,8865.198221,5846.696548,8869.996501,5854.175056,8934.091691,5813.943325,8940.077538,5820.604358,8988.305255,5791.325237,8992.768436,5773.16278,9009.858688,5787.833879,9077.480073,5800.208423,9180.536518,5790.746759,9240.966362,5750.249088,9281.626337
