389,388.9,388.8,388.7,388.6,388.5,388.4,388.3,388.2,388.1,388,387.9,387.8,387.7,387.6,387.5,387.4,387.3,387.2,387.1,387,386.9,386.8,386.7,386.6,386.5,386.4,386.3,386.2,386.1,386,385.9,385.8,385.7,385.6,385.5,385.4,385.3,385.2,385.1,385,384.9,384.8,384.7,384.6,384.5,384.4,384.3,384.2,384.1,384,383.9,383.8,383.7,383.6,383.5,383.4,383.3,383.2,383.1,383,382.9,382.8,382.7,382.6,382.5,382.4,382.3,382.2,382.1,382,381.9,381.8,381.7,381.6,381.5,381.4,381.3,381.2,381.1,381,380.9,380.8,380.7,380.6,380.5,380.4,380.3,380.2,380.1,380,379.9,379.8,379.7,379.6,379.5,379.4,379.3,379.2,379.1,379,378.9,378.8,378.7,378.6,378.5,378.4,378.3,378.2,378.1,378,377.9,377.8,377.7,377.6,377.5,377.4,377.3,377.2,377.1,377,376.9,376.8,376.7,376.6,376.5,376.4,376.3,376.2,376.1,376,La,F,N
1650.0,1683.44,1656.56,1654.06,1662.19,1653.13,1687.19,1649.06,1713.44,1639.06,1667.19,1657.81,1675.63,1662.81,1634.38,1702.19,1674.38,1700.63,1676.56,1652.5,1679.38,1697.5,1732.5,1745.63,1703.13,1720.0,1707.5,1747.5,1690.31,1686.56,1721.56,1763.75,1737.81,1774.38,1778.13,1729.38,1782.19,1755.0,1812.5,1802.19,1800.0,1798.13,1757.81,1846.56,1840.63,1828.44,1830.31,1868.75,1877.19,1879.69,1845.63,1941.56,1907.19,1921.25,1906.56,1970.63,2005.94,2010.63,2019.69,2022.81,2031.56,2051.25,2102.81,2150.63,2113.13,2204.06,2120.31,2185.31,2243.75,2229.38,2281.25,2253.75,2306.56,2318.13,2333.44,2398.44,2405.31,2363.44,2397.19,2399.69,2458.13,2509.06,2418.13,2432.5,2484.69,2469.06,2373.44,2446.88,2430.94,2463.44,2428.75,2421.56,2355.0,2376.88,2351.25,2386.25,2298.44,2260.0,2241.25,2231.25,2218.13,2189.69,2160.63,2162.5,2136.56,2142.19,2094.38,2059.69,2011.25,2022.19,1989.38,1970.31,1957.5,1957.19,1915.0,1895.0,1925.31,1940.63,1835.63,1855.94,1831.25,1830.63,1856.88,1824.06,1800.94,1783.44,1778.44,1804.06,1798.13,1776.25,1760.31,0.005,0.0,0.0
1665.0,1641.88,1663.13,1663.13,1639.38,1690.63,1677.5,1645.94,1637.81,1676.88,1676.25,1644.38,1649.69,1675.63,1659.06,1646.25,1677.5,1662.19,1726.56,1670.0,1665.94,1671.88,1667.19,1736.56,1689.69,1734.06,1714.06,1710.63,1741.25,1685.31,1734.06,1672.81,1724.06,1721.25,1758.13,1752.19,1736.56,1786.88,1748.44,1755.94,1758.13,1780.63,1814.38,1793.44,1836.88,1852.19,1830.31,1869.06,1879.38,1865.63,1879.38,1957.5,1922.19,1890.31,1958.13,1914.06,1970.31,1976.25,2039.38,2065.0,2070.94,2077.5,2117.5,2069.69,2156.25,2143.75,2151.56,2184.69,2190.31,2289.69,2255.63,2265.94,2306.88,2332.19,2350.31,2415.63,2417.5,2441.25,2443.44,2423.44,2432.19,2458.13,2455.94,2413.75,2404.06,2418.75,2452.19,2454.38,2469.06,2466.25,2391.25,2463.44,2420.0,2365.31,2360.31,2400.63,2376.25,2321.25,2301.56,2257.5,2239.06,2230.0,2182.81,2221.25,2173.44,2133.75,2099.06,2078.44,2070.63,2027.5,2042.19,1995.63,1991.56,1947.81,1978.75,1921.25,1962.19,1880.0,1891.25,1894.06,1857.19,1880.94,1840.94,1877.5,1770.94,1793.75,1798.44,1752.19,1791.56,1802.81,1775.94,0.005,0.0,0.0
1635.63,1629.38,1677.19,1658.44,1662.81,1685.0,1645.63,1654.06,1671.56,1662.5,1654.69,1661.88,1651.88,1613.13,1710.31,1660.31,1656.88,1676.56,1656.25,1699.38,1712.19,1686.88,1735.94,1684.69,1697.19,1678.75,1682.5,1730.63,1632.81,1720.0,1721.56,1738.75,1740.94,1781.25,1778.75,1748.75,1783.44,1770.63,1740.94,1801.25,1834.06,1735.0,1815.63,1814.06,1818.75,1811.25,1815.94,1855.94,1893.44,1909.38,1857.19,1901.25,1932.5,1922.19,1955.63,1951.25,1979.06,1996.25,2002.81,2081.56,2081.25,2074.06,2121.88,2087.5,2191.56,2185.63,2212.5,2227.5,2229.69,2205.31,2340.0,2323.13,2300.94,2320.31,2404.06,2390.94,2429.38,2411.88,2385.31,2500.31,2481.25,2496.25,2510.31,2458.75,2509.06,2430.31,2493.75,2506.56,2483.75,2535.31,2486.88,2484.06,2488.13,2439.06,2433.44,2355.0,2349.38,2302.81,2312.81,2297.81,2252.19,2281.88,2242.19,2190.0,2191.88,2147.5,2173.13,2136.88,2049.38,2117.5,2088.44,2048.75,1995.63,1963.13,1958.75,1987.5,1980.0,1908.13,1891.25,1889.38,1890.31,1832.19,1837.5,1824.38,1851.25,1828.13,1786.88,1795.0,1798.13,1766.25,1769.06,0.005,0.0,0.0
1640.63,1652.81,1667.5,1670.63,1660.94,1649.69,1622.19,1647.5,1599.06,1680.63,1582.81,1633.75,1663.44,1639.06,1610.0,1644.06,1597.81,1626.88,1640.0,1612.81,1627.81,1636.88,1640.94,1653.44,1612.19,1665.63,1684.38,1638.13,1709.69,1629.38,1704.69,1710.94,1713.44,1715.0,1706.56,1684.38,1729.38,1714.38,1736.88,1716.88,1726.88,1761.56,1761.88,1754.38,1726.56,1790.31,1788.44,1792.81,1810.63,1793.44,1835.31,1837.5,1867.81,1816.56,1859.38,1854.69,1890.63,1927.19,1937.5,1933.13,1994.38,1981.56,2024.38,2026.88,2015.94,2070.31,2055.31,2075.63,2113.13,2079.38,2122.81,2168.75,2203.13,2228.13,2164.69,2210.0,2300.31,2280.31,2288.44,2297.81,2340.0,2285.0,2284.38,2288.44,2327.81,2360.0,2326.25,2263.13,2330.31,2345.31,2315.63,2361.56,2255.31,2279.06,2308.44,2192.5,2227.81,2193.13,2163.44,2163.75,2122.5,2124.69,2112.19,2093.13,2072.19,2059.38,2031.88,2040.63,1996.56,1953.75,1965.94,1946.25,1921.88,1902.81,1911.25,1934.69,1851.25,1869.06,1869.38,1819.69,1873.13,1802.81,1806.88,1759.06,1775.94,1784.38,1701.56,1711.25,1769.06,1725.94,1738.44,3.4,0.0,0.0
1679.38,1651.25,1656.88,1617.81,1602.81,1609.38,1660.31,1617.19,1626.25,1649.38,1630.94,1646.25,1648.44,1679.38,1667.19,1651.56,1655.31,1609.06,1635.94,1630.31,1635.31,1625.0,1690.0,1630.63,1662.5,1678.13,1703.44,1664.06,1671.56,1713.44,1705.31,1657.81,1701.88,1686.25,1676.88,1704.69,1703.75,1732.81,1724.38,1758.75,1751.56,1740.31,1729.06,1731.56,1759.69,1780.31,1786.88,1867.5,1824.69,1790.31,1844.06,1777.5,1870.31,1841.56,1869.06,1885.63,1894.06,1918.13,1888.44,1899.06,1957.5,1990.31,1980.63,2076.88,2085.31,2064.38,2087.5,2101.25,2096.25,2129.06,2155.31,2136.88,2194.06,2205.0,2259.38,2288.75,2234.69,2225.63,2225.0,2337.81,2315.0,2336.56,2354.06,2319.69,2315.63,2381.88,2371.25,2354.38,2344.38,2268.13,2288.13,2353.13,2293.44,2274.38,2265.31,2228.13,2239.69,2246.56,2252.81,2176.25,2153.44,2151.56,2163.13,2122.19,2119.69,2061.25,2049.69,2026.56,2023.75,1974.38,1974.06,1946.56,1943.44,1875.94,1933.44,1890.94,1826.56,1857.19,1806.88,1856.56,1876.56,1795.63,1779.69,1790.94,1771.25,1784.69,1765.63,1736.56,1769.06,1697.19,1718.75,3.4,0.0,0.0
1622.5,1660.94,1655.63,1640.94,1628.13,1635.31,1655.0,1605.0,1600.94,1603.44,1629.06,1639.69,1655.0,1621.25,1667.5,1629.38,1636.25,1658.13,1640.0,1613.75,1637.5,1698.44,1677.81,1673.13,1672.5,1662.5,1674.06,1672.19,1685.31,1672.5,1710.94,1706.88,1688.13,1694.69,1682.81,1686.25,1692.19,1727.19,1713.13,1724.69,1745.31,1770.31,1774.69,1754.06,1753.44,1833.44,1831.88,1808.44,1818.75,1776.88,1824.69,1851.88,1826.56,1857.5,1855.63,1890.94,1931.88,1901.88,1976.56,1946.25,1995.0,2005.94,2028.13,2045.63,2017.19,2064.69,2082.81,2099.38,2115.63,2157.81,2171.25,2150.0,2216.88,2252.5,2286.25,2229.69,2305.94,2287.81,2305.0,2278.13,2368.13,2293.75,2375.94,2383.75,2350.0,2326.88,2402.19,2332.5,2329.38,2372.5,2311.25,2316.25,2357.19,2263.75,2326.56,2251.88,2238.44,2251.25,2169.38,2183.13,2151.88,2153.44,2118.13,2113.75,2098.13,2153.44,2000.31,2013.13,2001.56,1998.13,1961.25,1959.06,1964.06,1937.81,1908.13,1903.13,1950.0,1892.81,1841.56,1813.75,1760.94,1810.0,1791.56,1762.19,1789.69,1770.0,1757.5,1792.5,1749.69,1718.44,1701.56,3.4,0.0,0.0
1646.25,1622.5,1614.06,1658.75,1617.5,1637.81,1655.94,1655.94,1660.63,1666.56,1650.31,1686.88,1647.81,1632.19,1674.06,1649.69,1643.44,1636.88,1628.44,1673.44,1667.19,1652.5,1678.44,1647.5,1660.94,1680.63,1676.25,1642.19,1735.31,1663.75,1653.75,1704.69,1711.88,1741.56,1734.38,1753.44,1720.63,1789.38,1695.63,1703.44,1711.25,1751.56,1773.44,1740.0,1817.81,1828.44,1821.56,1800.0,1853.44,1817.5,1838.75,1864.38,1888.44,1873.75,1892.81,1918.75,1942.5,1950.63,1939.06,1967.81,1931.56,2037.19,1991.88,2088.75,2043.13,2070.94,2093.44,2090.31,2128.13,2214.06,2185.31,2183.44,2208.75,2259.38,2290.63,2236.88,2312.19,2314.69,2295.31,2327.5,2381.25,2344.69,2328.44,2340.63,2320.94,2341.25,2336.88,2331.88,2327.81,2268.44,2296.56,2295.0,2286.25,2264.38,2256.25,2296.56,2216.88,2231.56,2200.63,2190.94,2175.94,2203.75,2124.06,2096.25,2120.94,2068.44,2033.44,1994.06,1975.0,2007.5,2019.38,1957.19,1927.19,1984.06,1924.06,1859.38,1847.81,1876.88,1870.94,1850.0,1830.94,1827.81,1800.63,1780.0,1733.13,1793.44,1729.38,1721.88,1715.94,1795.94,1757.5,1.2,0.0,0.0
1653.13,1644.06,1650.31,1657.81,1679.38,1644.06,1622.19,1656.88,1652.81,1665.94,1658.75,1644.69,1637.81,1626.88,1645.31,1622.5,1674.38,1643.13,1641.25,1660.63,1633.13,1625.31,1674.06,1688.75,1642.5,1639.69,1622.81,1661.88,1638.44,1682.19,1645.94,1688.75,1682.81,1722.19,1675.0,1720.31,1683.44,1761.56,1733.44,1716.25,1711.56,1792.81,1795.31,1747.5,1744.06,1768.44,1772.19,1799.06,1770.31,1793.75,1785.0,1826.25,1846.25,1843.44,1864.69,1901.88,1933.75,1966.25,1983.44,1930.94,1998.44,2068.75,2054.06,2031.56,2037.19,2038.75,2095.94,2131.25,2145.31,2161.56,2201.88,2167.81,2243.75,2240.0,2252.5,2286.56,2288.44,2315.63,2350.94,2305.31,2323.13,2298.44,2334.06,2317.19,2354.06,2375.63,2358.44,2252.81,2342.5,2336.56,2318.75,2341.88,2310.63,2237.19,2284.38,2259.38,2264.06,2178.75,2214.06,2187.81,2139.06,2192.5,2085.0,2059.38,2052.81,2015.31,2080.94,2063.44,2042.81,2015.0,2001.56,1927.19,1929.69,1915.94,1840.0,1885.0,1846.25,1852.81,1868.44,1837.81,1872.5,1864.38,1819.38,1772.81,1832.81,1736.25,1781.25,1758.75,1698.44,1746.56,1728.75,1.2,0.0,0.0
1641.88,1641.56,1608.44,1628.75,1638.75,1656.25,1643.75,1604.69,1669.38,1655.63,1631.88,1663.13,1630.94,1627.19,1645.31,1657.5,1616.25,1659.69,1656.25,1608.75,1637.81,1620.94,1620.31,1652.19,1672.19,1660.31,1667.19,1637.19,1712.5,1699.06,1705.31,1688.44,1659.38,1691.56,1655.0,1683.13,1745.31,1779.69,1727.5,1742.81,1730.0,1732.19,1752.19,1782.5,1779.06,1768.13,1795.94,1810.0,1816.56,1780.0,1831.25,1820.0,1825.63,1916.25,1871.56,1884.38,1911.56,1913.44,1970.0,1958.75,1970.0,1995.0,2041.25,2039.38,2041.25,2068.13,2110.31,2095.31,2127.81,2193.44,2201.25,2233.75,2204.38,2205.63,2270.94,2286.88,2318.44,2325.31,2347.5,2352.5,2340.0,2402.5,2378.13,2342.19,2367.19,2383.44,2369.69,2344.06,2352.5,2313.44,2297.81,2291.56,2333.13,2275.94,2266.88,2272.19,2215.94,2219.69,2212.5,2121.25,2231.88,2127.5,2126.56,2100.31,2099.06,2069.69,2003.13,2044.69,2041.88,1991.25,1928.13,1906.56,1937.5,1896.56,1929.38,1901.56,1895.0,1867.19,1846.88,1798.75,1804.06,1848.13,1843.75,1815.0,1730.94,1757.5,1775.94,1763.75,1755.31,1706.88,1738.75,1.2,0.0,0.0
