415.333,421.25,422.917,431.333,433.167,422.167,441.083,440.5,457.417,443.583,454.333,473,486,506.75,516.417,577.917,591.333,633.167,706.25,778.5,885.417,1022.92,1215.58,1455.17,1787.25,2221.08,2749.67,3310.08,3941.75,4450.33,4745.25,4858.83,4688.42,4226,3682.83,3003.58,2434.58,1905.92,1519.75,1233.08,1010.58,853.917,723.417,645.417,564.75,508.25,466.667,439.667,393.417,368.667,345.75,312.5,300,291.917,283.583,256.5,258.5,233.75,232.083,220.75,219.25,0,0,2.8
426.417,426.5,421.667,431.833,429.5,437.667,432.583,436,438.167,441.5,451.083,468.667,471.667,495.083,524.167,557.083,599.667,620.083,700.583,771.083,882.25,1028.83,1204.17,1464.67,1805.25,2240.42,2768.75,3340.75,3919.58,4459.5,4813,4853.67,4676.67,4194.25,3651.33,3016.75,2411.83,1936.25,1518.33,1244.42,1024.17,855,743.417,632.167,573.917,498.667,476.667,431.167,398.417,359.583,332.583,326.917,306.917,288.667,272.5,263.667,244.25,241.75,230.167,225.25,215,0,0,2.8
436.083,424.917,428.667,423.417,417.833,431.667,425.5,438.083,454.5,455.5,451.25,469.083,486.833,516.833,531.5,567.5,598.583,651.417,728.083,796.167,923,1044.92,1229.92,1494.33,1856.08,2295.17,2809.5,3389.75,4060.25,4575.17,4883.42,4948.83,4752.75,4282.67,3687.25,3009.17,2418.83,1940.92,1555.17,1240.33,1024.75,854.583,745.917,651.583,572.083,521,479.75,418.75,386.333,357.5,342.667,311.167,308.083,287.083,277,254.667,251.583,238.833,230.583,224.75,219.667,0,0,2.8
433.167,430.75,440.583,437.583,440.5,438.667,439.75,452.833,452,465,469.25,468.25,495.417,521.833,543.583,554,599.333,652.5,724.75,785.917,908.833,1052.08,1250.42,1495.5,1857.33,2253.5,2812.42,3451.08,4048.08,4606.92,4998.83,5066.25,4929.08,4467.08,3888.25,3193.42,2590.92,2033.33,1603.58,1302.33,1066.08,892.417,776.75,667.417,592.333,528.083,483.75,433.25,404.333,374.917,352.917,325.25,316,293,276.167,267.75,259.083,242.583,228.75,222.333,223.917,0,0,2.8
436.083,435.667,433.667,435.083,451.5,437.167,439.583,459.583,444.667,464.75,469.5,484.833,497.417,522.167,534.333,558.833,611,653.667,709.333,800.417,886.167,1025,1222.58,1464.92,1798.83,2218.92,2749.92,3342.92,4008.25,4565.42,4993.42,5112.83,5014.75,4593.58,3967.92,3336.58,2703.42,2135.83,1700.33,1347.92,1118.5,937.583,791.917,689.333,609.667,548.833,487.75,452.917,413,382.667,358.583,338,322.083,306.083,281.167,269,258.333,250.75,235.25,227,225.5,0,0,2.8
427.25,437.083,413,439.583,418.917,443,436.25,447.917,444.917,446,466.333,478.083,486.75,510.75,545.333,549.417,597.333,649.083,719.167,781.5,908.583,1051.67,1249.25,1503.75,1841.17,2291.67,2835.75,3420,4078.67,4600.75,4972,5058.42,4849.92,4415.17,3799.83,3180.25,2498.58,2006,1602,1287.75,1051.25,880.083,784.667,670.333,597.417,539.917,472.167,447.75,400.583,372.333,349.833,331,312,297.333,286.833,266.333,257.25,245.583,235.75,234.5,221.417,0,0,2.1
430.917,422.25,413.083,413.083,434.917,427.667,433.583,437.583,449.167,445.583,465.333,465,485.833,498.333,514.917,555.833,601.417,652.75,696.167,783.75,900.333,1037,1264.58,1493.5,1852,2273.08,2860.5,3425.83,4037.33,4531.83,4851.5,4974.67,4762.5,4296.25,3675.17,3022.75,2411.67,1923,1541.83,1217.67,1019.25,862.167,739.333,641.917,573.583,515.833,480.583,426.5,386.167,367.583,348.75,323.167,309.083,289.25,273.833,260.167,255.667,235.667,226.5,221.75,216.333,0,0,2.1
410.667,432.25,422.5,426.583,420.75,421.5,425.333,435.583,441.333,448.333,458.583,471.75,479.25,493.083,519.75,534.167,591.583,632.5,696.25,786,882.333,1033.75,1220.58,1464.25,1802.33,2214.58,2716.42,3358,3948.08,4451.17,4820,4859.25,4789.58,4301.33,3736.83,3049.08,2494.92,1970.67,1579.92,1232.92,1037.67,854.667,762.417,645.667,591.25,523.167,476.667,442.5,400.25,369.083,355.333,321.667,303,288.583,276.083,265.333,255.917,242.25,233.583,223,220.333,0,0,2.1
412.167,414,416.5,417.667,416.25,417.75,421.333,427,433.083,436.833,450.917,464.417,481.583,496.5,518.167,553.25,591.333,626.75,693.833,783.25,887.583,1036.17,1221.25,1484.5,1830.92,2254.67,2826.08,3356.58,3994.58,4473.92,4772.17,4871,4609.33,4159.5,3535.42,2920.25,2306.83,1848.75,1501.92,1204.25,989.083,836.083,714.333,630.667,555.5,511.333,453.667,419.333,380.417,364.417,332.583,323.333,291.417,280.833,275.583,257.25,244.667,242.083,223.417,222.667,209.75,0,0,2.1
420.917,421,425.583,420.833,429.083,421.083,434.75,423.583,443.25,439.833,452.833,467.5,475.5,489.167,512.833,556.417,584.667,654.667,710.167,778.083,901.75,1036.67,1213.17,1481.08,1811.83,2267,2769.92,3358.33,3998.67,4492.5,4851.42,4887.92,4733.67,4232.17,3627.92,2997.17,2392,1916.67,1507.42,1204.83,1009.17,852.583,724.417,651,564.417,505.917,465.667,416.833,396.25,369.083,348.333,326.833,311.5,288.25,274.667,261.583,251.917,243.333,231.583,215.417,219.083,0,0,2.1
435.5,422.25,448.833,427.833,439.5,440.667,432.917,431.667,450.667,459,467.583,470.083,480.75,508.75,521.75,562.583,612.917,654.75,712.333,808.5,906.75,1067.83,1263.92,1512.08,1904.08,2350.08,2876.92,3484.17,4119.42,4643.75,5019.75,5026.33,4758.17,4267.58,3683.92,3041.83,2427.42,1921.5,1527.17,1230.25,1010.83,850,744.667,641.667,577.333,517.917,467.833,421.667,391.333,363.917,355,331.5,304.917,286.167,271.75,263.917,242.833,237.417,242.833,229.25,217.333,0,0,2.1
443.167,448.5,433.5,433.083,440.917,448.667,454.083,446.917,464.5,462.25,475.917,479.583,503.833,527.417,542.333,574.75,624.333,662.333,715.083,806.5,929.917,1071.58,1277.58,1548.42,1921.25,2349.83,2906.75,3499,4191.17,4732.92,5071.58,5174.75,4966.67,4500.75,3835.25,3209.92,2551.42,2026.42,1599.08,1271.33,1063.83,915.667,766,649.083,594,535.25,492.25,454.583,401,376.083,360.333,335.5,314.083,302.25,277.75,267.583,270.333,245.667,229.917,236.417,216.417,0,0,2.1
432.333,450.333,426.333,431.75,431.917,438,441.583,450.083,458.5,453.25,477.833,481.083,507.25,516,536.167,569.583,618,653.083,723.917,806.417,919.417,1044.42,1238.75,1481.08,1823.33,2264.92,2756.33,3444.83,4053.92,4638,5065,5230.58,5087.33,4653.75,4031.75,3399.25,2735.17,2155.5,1728.08,1384.17,1131.75,927.417,803.5,693.25,621.833,568.667,487.333,473.333,430,396.333,371.417,341.333,314.75,299.917,279.333,283.667,250.917,253.5,244.25,231.083,228.5,0,0,2.1
398.833,390.75,406.75,390.333,403,412.5,403.833,413,415.833,434.333,443.167,465.917,484.833,508.25,541.75,583.25,637.333,712.167,806.583,939,1079.75,1332.33,1589.33,1975.08,2398.58,2909.67,3408,3864.83,4155.58,4268.75,4138.08,3799.33,3333.42,2794,2243.5,1800.5,1428.75,1159.58,953.75,800.667,683.167,608.417,531.167,477.167,443.25,399.25,364.5,339.333,324.417,308.75,287.583,281.75,275.833,258,234.417,231.833,220.583,225.417,206.583,206.75,202.75,0,11.7,0
395.083,389.5,391.25,396.083,384.333,389.167,399.25,399.333,418.75,418.167,433,454.667,465,479.583,528,566.167,624.75,699.833,778.333,877.25,1037,1263.75,1530.5,1895.17,2294.33,2773.67,3284.42,3710.83,4059.83,4135.17,4079.25,3809.67,3338.67,2792.17,2267.08,1817.75,1469.75,1170.17,951.667,789.583,670.25,606.167,524.583,478,442.75,404.583,367.5,348.5,318.5,315.417,288.417,281.583,260.667,246.417,243.333,229.5,233,216.75,213.5,214.833,203.917,0,11.7,0
396.833,399.417,398.917,402.25,398.167,403.917,398.083,420.75,411.417,431.917,446.333,457.167,469.5,498.917,528.833,559.25,612.25,701.25,789.25,907,1064.92,1291.42,1554.33,1900.67,2357.5,2818,3296,3726.33,4055.33,4200.92,4033.25,3700,3266.58,2727.33,2204,1787.5,1425.75,1143.92,935.5,784.167,673.333,583.917,526.417,476.583,424.417,395.083,356.667,343.5,310.833,293.333,288.5,268.5,252.667,251.5,242.083,245.083,225.5,212.167,205,205.5,201.5,0,11.7,0
397.667,396.5,389.75,389.667,404.5,401,396.417,414.083,418.333,415.417,424.917,443.917,461.667,485.75,516.5,564.083,616.167,683.083,770.25,901.667,1045.92,1273.92,1529.92,1892.75,2331.5,2827.17,3315.33,3719.92,4025.5,4127.58,4031.33,3714.83,3274.08,2726.83,2227.5,1735.42,1411.92,1131.33,946.25,794.667,683,592.75,526.25,472,424.75,392.5,369,343.167,325,302.083,296.167,266.667,251.917,249.083,243.333,236,229.583,220.417,214,204.25,201.583,0,11.7,0
384.25,395.583,401.417,395.583,399.833,406.25,403.167,422.75,421.667,427.417,429.75,456.417,474.833,496.667,527,561.917,633.75,704.583,798.333,910.417,1064.92,1289.08,1588.75,1941.83,2353.83,2823.92,3324.08,3781,4089.33,4219.08,4085.25,3727.92,3272.67,2777.67,2243.42,1797,1426.67,1131.67,955.833,792,681.583,608.5,524.25,474.333,436,404.5,369.917,343.417,327.75,303.333,279.917,284.75,261,249.583,236.833,233.083,215.75,212.583,200,207.917,196.25,0,11.7,0
392.833,400.083,393.25,401.75,397.583,402.583,395.667,423.583,427.167,432.167,435.083,451.5,474.583,487.667,525.667,567.917,607.333,672.917,746.667,885.333,1019.83,1219.5,1508.25,1817.83,2254.58,2738.08,3183,3668.08,4021.75,4235.33,4153.67,3919.83,3435.42,2974.42,2420.08,1925.25,1544.42,1226.08,1012.92,838.25,738.5,619.833,560.417,491.75,451.667,407.583,369.75,355.083,334,307.833,292.667,281.25,266.417,243.167,242.167,238.833,228.167,213.333,206.583,208.25,200.167,0,11.7,0
392.5,394.917,395.083,392.75,403.667,404.833,407,403.25,417.417,424.333,441.667,436.667,468.417,476.5,511.167,537.167,583.917,640.75,702.833,809.833,917.917,1102.75,1326.92,1635.42,2017.5,2451.42,2986.83,3432.17,3885,4187.42,4253.92,4109.92,3760.83,3272.67,2742.67,2224.92,1767.08,1403.75,1140.92,948.583,774.833,687.75,604.25,526.583,480.583,434.25,407.167,359.083,353.167,327.5,318,282.417,274,256.167,247.333,241,229.167,222.583,221,212.667,206.333,0,11.7,0
397.5,392.5,397.583,395.75,400.333,395.833,401.667,392.083,404.833,409.833,420,428.75,448,464.75,487.75,501.333,540.5,573.167,642.5,716.083,809.333,959.917,1114.33,1349.25,1652,2028.25,2473.83,2971.08,3482.67,3927.08,4255.92,4300.08,4111.92,3817.5,3283.33,2743.33,2213.33,1758.58,1394.75,1148.42,912.417,794.5,674.917,597.75,534.667,480.583,440.25,405.417,361.25,346.417,316.75,307.333,287.75,277.667,263.917,256.25,242,235.167,222.667,214.583,207.083,0,11.7,0
406.417,382.917,410.5,405.833,400.5,397.083,407.083,414.083,422.833,435.75,452.167,460.333,476.167,509,526.75,569.167,609.75,674.75,744,858.167,1014.92,1190.17,1460.25,1779.67,2174.42,2662.92,3180.67,3687.42,4135.67,4330.17,4412.33,4213.5,3766.17,3250.42,2620.92,2109,1688.67,1355.75,1102.92,923.75,772.083,663.667,593.25,517.333,479,429.75,390.083,369.583,345.75,323.583,298.167,292.25,268.667,254.417,254.083,239.75,227.417,218.167,219.333,216.417,198.75,0,11,0
402.25,405.417,407.167,405.417,408.083,407.417,404.667,416.167,419.583,440.667,436,446.333,456.833,479.75,495,519.417,570.167,615.833,674,774.167,864,1023.67,1220.42,1494.5,1822.42,2256,2710.67,3261.83,3767,4183.42,4400.58,4386.25,4121.08,3690.83,3178.33,2570.5,2071.08,1653.25,1325.83,1100.25,890.25,747.917,648.167,576.417,518.583,458.667,427.083,379.25,363.083,349.833,321.25,306.333,285.333,276.25,255.917,253.75,233.833,219.917,217,218.25,207.917,0,11,0
401.833,398,406.5,400.583,411.667,404.5,404.833,417.25,415.167,439.5,445,449.917,476.75,497.333,524,565.25,629.667,692,794.667,893.667,1047.92,1251,1535.33,1866.33,2316.92,2773.58,3311.17,3805.58,4177.75,4433.42,4316.5,4055.67,3601.17,3055.25,2487.33,2005.67,1583.58,1272.25,1029.42,867.167,738.417,640.917,576,498.833,457.417,417.083,391.417,361.417,340.417,320.417,297.833,284.917,274.417,264.167,247.417,243.583,224.917,220.667,213.167,215.667,201.75,0,11,0
401.583,406.25,402.417,393.75,402.833,406.333,421.417,419.417,425.417,439.25,449.25,463.75,483.333,504.5,544.333,574.917,612.583,676.083,770.917,879.917,1039.17,1231.83,1506.08,1869.08,2279.67,2796.58,3314.25,3820,4172.92,4352.92,4316.33,4051.92,3603.58,3023.83,2480.83,1980.75,1611.83,1278.58,1048.83,888.833,748.083,637.167,573,514.75,461.25,425.083,385,361,329.333,315.583,299.667,276.75,262.833,257.417,249.5,239.833,230.333,223.167,217.583,213.583,213,0,11,0
397.167,394.167,399.75,392.333,416.667,400.917,425.083,419.833,423.333,438.917,445,461.167,477.75,510.167,536.167,568.5,624.25,695.333,787,903.583,1043.17,1250.83,1522.5,1887.25,2269.5,2794.75,3341.08,3800.75,4198.75,4391.67,4315.83,4058.83,3611.25,3058.08,2522.75,1967.92,1586.67,1266.08,1056.08,871.833,730.083,638.167,566.333,503.75,452.667,421.167,388.417,364.833,338.417,312.417,300.583,282.167,280.167,248.833,255.583,241.167,227.75,225.25,219.25,209.333,205.5,0,11,0
452.75,467.5,453.25,457.583,459.667,464.583,471.167,478.583,474.917,493.917,530.833,529.083,547.25,560.417,603.5,654.917,695,774,871.667,1015.58,1166.67,1409.5,1688.17,2099.17,2560.33,3129.5,3712.17,4284.75,4759,5033,4981.67,4686.42,4173.67,3562.67,2889.83,2337.08,1886.17,1478.5,1214.42,1004.92,847.917,746.167,645.083,582.417,522.583,490.5,459.333,409.667,392.833,366.917,342.5,329.583,312.583,284.25,283.417,267.083,265,248.167,238.25,233.667,228.333,0,11,0
402.917,402,405.917,414.333,403.167,406.417,408.833,407,416.75,424.167,427.917,443.833,446.667,466.5,482.75,503.667,547.25,598.667,646.333,722.083,829,953.583,1123.92,1356.17,1647.58,2032.25,2507.33,2991.75,3580.08,3990.33,4367.92,4434.92,4304.92,3905.25,3385.42,2803.33,2281.58,1836.5,1449.33,1169.33,960.583,806.417,701.167,601.5,538.083,489.917,442.667,406.583,377.083,351.667,323.833,301.917,306.75,278.5,261.25,256.833,252.583,241.5,231.75,218.917,208.833,0,11,0
420.667,421.5,417,423.417,415.167,428.333,429,429.25,424.667,441.25,469,465.583,491.667,492.25,540.75,565.583,620.917,677.917,744.917,857.667,980.583,1136.58,1367.58,1666.33,2049.58,2532.25,3118.08,3661.5,4211.33,4571.92,4738.42,4625.92,4259.67,3741.92,3089,2514.83,2002.5,1603.25,1251.25,1036.42,868.5,758.583,647.333,582.917,530,468.167,432,411.833,369.083,345.833,326.417,319.083,294.75,285.667,268.25,261.25,252.5,240.083,232.167,229.583,214.583,0,7,0
424.583,426.167,423.917,418.667,425.167,425.417,429.5,438.25,441.167,455.833,451.167,482.333,483.583,502.583,527.917,563.417,600.667,643.833,725.833,783.583,890.167,1043.92,1246.83,1515.58,1843.33,2288.83,2804.25,3401.92,3938,4377.75,4715.5,4706.75,4507.67,4061.58,3475.08,2887.42,2314.25,1842.33,1457.83,1188.33,977.083,828.5,717.25,619.167,566.083,514.75,450.417,429.667,396.5,374.333,346.25,335.083,302.833,289.667,278.75,265.583,261.083,238.667,240.25,224.583,219.75,0,7,0
411.667,431.5,425.833,421.75,430.75,423.917,450.083,432.167,448.583,456.667,461,480.583,502.5,520.583,548.917,578.583,616,680.25,731.667,849.167,975.833,1157.58,1406.25,1690.33,2069.25,2557.17,3116.83,3691.08,4212.58,4600.33,4766.67,4668.75,4313.17,3757.75,3129.92,2538.25,2025.25,1595,1302.5,1064.17,892.667,768.25,656.5,588,528.583,486.417,447.667,411.917,381,365.75,332.25,310.833,298.167,285.75,280.583,263.833,256.75,251.333,237.667,239.333,226.083,0,7,0
423,426.5,423.833,428.25,417.667,438.917,417.083,428.917,441.167,457.583,458.25,463.167,475.917,501.667,510.833,557,591.583,632.417,679.083,762,856.083,995.083,1184.25,1424.42,1704,2115,2595.75,3178.92,3760.83,4281.25,4656.25,4788.75,4661.5,4343.33,3758.25,3128.75,2504.75,2010.75,1594.83,1305.5,1066.67,890.333,760.667,668.167,586.5,523.833,485,449.583,404.833,375.583,357.667,334.333,306.333,308.5,288.083,270.5,268.75,253.167,249.25,231.833,234.917,0,7,0
431.417,431.75,432.083,421.75,432.5,428.25,440.5,441.167,458.917,452.667,465.5,471.5,492.833,508.333,538.667,568.25,634.083,669.75,745.083,851.667,984.417,1166.75,1410.58,1708.5,2111.92,2629.08,3156.33,3747.92,4264.17,4669.42,4823.08,4683.17,4306.17,3708.83,3118.75,2522.75,2007.75,1578.58,1281.42,1067,873.5,763.333,660.667,581.167,522.5,486.667,442.917,393.167,373.75,354.833,331.167,318.5,299.75,288.833,272.083,259.667,243.917,246.333,233.417,230.417,225.583,0,7,0
425.833,426.25,442.5,436.25,434.333,438.583,438.583,444.333,447.333,449.75,458.917,467.833,483.917,477.417,510.333,536.917,579.167,597.333,654.583,709.917,801.083,910.25,1065.75,1246.5,1512.58,1832.5,2296.33,2801.75,3410.25,4002.17,4510,4811.92,4864.33,4635.42,4195.17,3574.08,2926.58,2373.75,1886.5,1490.17,1206.33,1003.33,862.917,725.75,630.833,580.25,519.083,473.917,417.417,402.417,380.75,351.417,327.417,309,291.167,287.333,265,259.667,252.417,243.417,242.417,0,7,0
448.917,430.25,447.667,440.667,440.417,443,433.417,451.333,453.5,457.083,469.583,467.75,476.833,498.75,517.25,558,576.417,608.583,662.25,723.417,834.75,947.667,1096.5,1330.92,1611.5,1964.58,2463.83,3014,3573.67,4180.25,4624.5,4839.58,4851.67,4573.42,4035.83,3425.58,2777.5,2238.83,1769.42,1395.25,1150.75,953.833,816.417,699.583,622.25,566.25,504.167,464.417,428.25,397.25,367.917,355.083,330.583,323.333,290,283.833,272.25,253.667,251,243.667,230.083,0,7,0
451.833,429,449.333,444,444.75,435.917,452.583,445.833,449.667,468.583,470.417,472.167,478.333,490.5,520.083,524.417,575.417,595.833,649.417,723.5,778.667,884.5,1061.33,1220.5,1481,1797.08,2224.17,2752.08,3350.83,3945.67,4523.08,4851.08,5003.33,4852.5,4376.25,3768.17,3151.5,2529.5,1997.5,1602.25,1285.83,1075.83,904.917,756.583,680.083,584.25,535.417,481.75,453.667,409.667,401.167,366.333,348.917,325.75,296.833,293.667,279.833,272.5,255.25,250.25,238,0,7,0
334.917,332.583,336,336.083,336.5,336.667,334.083,331.917,334.083,345.25,350.167,361.917,364.917,368.667,380.417,386.583,409.667,433.917,454.917,490.583,529.417,600.917,667,745.75,881.667,1083.92,1280.83,1548.5,1909.75,2269.17,2627.92,2866.08,2996.83,3005.08,2822.5,2495.08,2132,1762.67,1405.25,1142.75,932.833,780.583,656.083,553.167,507.5,453.5,406.167,384.417,352.75,342.25,318.25,297.833,283.083,280.667,263.833,254.083,245.417,238.167,240.25,226.5,222.167,0.5,0,4.5
383.333,385.667,381.917,382.917,384.667,382.667,376.25,378,383.5,398.75,402.083,397.667,408.333,418.333,416.583,452.167,441.333,469.833,481,523.167,558.25,600.167,666.25,754.333,862.25,1011.92,1219.5,1441.58,1737,2088.67,2454.92,2723.67,2962.25,2979.58,2927.33,2663.67,2318.58,1966.33,1634.25,1341.83,1098.83,897.917,762.5,678.917,604.417,536,495.25,450.5,411.333,402.083,377.917,368.167,344.167,339.417,321.333,316.917,307.333,294.083,293.083,285.25,285.5,0.5,0,4.5
423.5,424.667,419.667,431.667,423.417,430.667,436.417,427.25,429.75,447.333,440.833,453.917,453.75,457.333,472.583,467.917,501.75,507.25,541.417,557,598,650.167,684.333,775.75,891.25,1013.75,1218.75,1467.25,1741.67,2085,2423.67,2731.5,2958.58,3021.08,2957.5,2738.08,2431.5,2078.08,1722.5,1396.5,1135.58,956,819.333,692.5,624.5,567.083,533,492.583,460,434.25,429.667,394.167,392.25,378.833,364,351,341.583,330.667,323.083,315,318,0.5,0,4.5
328.5,328.167,329.5,327.833,328.333,329.917,334.25,330.833,337.833,327.917,334.333,349.25,356.5,371,373.25,384.417,406.583,423.75,451.917,460.083,514.917,550.333,618.5,717.667,829.917,1008.92,1180.33,1459.33,1795,2119.25,2482.83,2724,2901.33,2920.17,2806.33,2566.58,2175.83,1828.08,1484.67,1193.42,974.75,800.833,681.25,579.667,521.5,469.25,415.333,387.833,348.417,326.25,325.25,304.167,285.25,274.083,269.833,253.583,246.917,240.167,231.5,231.5,226.417,0.5,0,4.5
327,318.917,318.5,324.833,320.917,311,311.333,323.583,317.417,328.75,326.75,341.917,336.333,352.75,351.917,370.583,381.25,402.75,417.25,454.667,488,512.5,587.333,648.167,758.25,908.5,1069.17,1327.67,1608.83,1957.58,2304.67,2605.33,2806.92,2837.67,2844.75,2583.83,2319.17,1921.67,1609.25,1287.17,1047.58,852.167,718.667,608.417,536,469.333,433.167,396.667,362,327.333,317.333,303.667,291.5,261.583,253,250.583,247.583,242.083,234,230.167,217.5,0.5,0,4.5
329.833,335.417,325.417,330.25,336.5,339.75,338.5,340.667,338.917,344.5,357.583,343.333,364.75,358.917,370.167,379.833,386.75,416.75,426.25,448.833,466.333,515.583,569.167,637.083,725,868.833,1010.08,1233.75,1484.33,1785.92,2133.83,2437.5,2697.42,2826.5,2814.83,2613.08,2358.17,2005.42,1687.67,1359.5,1112.42,882.083,776.833,637.917,554.25,488.333,451.583,417.083,388.833,352.583,326.75,316.417,297.417,294.5,275.167,281.5,262.417,261.25,247.417,244.833,236.583,0.5,0,4.5
314.167,322,310.667,315.833,319.167,313.75,322.5,319.25,333.667,329.833,332.083,334,333.25,354.583,361.417,373.917,394.5,409.833,434.833,477.333,507.083,571.667,626.833,719,848.333,1040.92,1229.25,1490.17,1817.67,2147.75,2454.83,2679.83,2811.25,2761.25,2566,2253.58,1929.42,1567.33,1261.42,1040.42,843.583,691,600.333,517.083,470.333,414.833,388.667,355.667,348.25,306.333,309.667,276.333,278.917,267.333,251.667,244.583,236.167,232.25,224.333,219,213.167,3.4,0,4.4
