1348.050006,7175.153259,1294.992176,7223.799812,1331.15542,7350.582512,1374.894738,7560.340063,1206.892137,7818.6821,1328.448456,7739.423186,1221.272321,7796.662374,1236.838849,7850.607409,1312.012535,7834.346923,1189.365922,7897.775048,1224.55754,7891.813984
2146.508649,9648.783826,2022.657835,9635.678123,2051.831814,9783.66075,1916.315103,10083.53594,2028.330001,10555.78924,1890.425934,10447.20272,2092.455694,10612.34144,2051.024376,10403.8851,2225.460168,10663.67067,2307.800822,10582.41402,2272.484859,10522.46048
3118.529926,12615.11564,2738.461695,12878.90985,3039.16345,13150.35074,3173.204725,13500.28367,3042.013105,13767.98699,3428.249301,13927.01391,3033.051218,14116.06469,3362.978945,13946.54631,3027.363264,14238.24789,3220.576763,14274.00758,3343.088838,14063.97132
4603.155675,16424.68348,4383.546001,16786.36456,4956.71908,17746.63871,4741.527441,18208.55205,5101.747866,18435.04432,4799.331341,18799.58645,4936.074103,19029.90797,4956.455381,19453.65148,5515.343865,18986.25561,5971.022668,18935.10479,5637.4311,18424.69362
7688.57892,21022.45814,6285.736219,22439.42146,9057.194181,23341.95303,8264.527921,24275.79436,8432.322935,25045.12471,9702.023496,25186.05119,6920.354596,25085.12129,8073.844773,25164.36624,7881.26178,24915.99563,9143.082713,23379.37493,8707.140172,24143.26247
12149.84518,28656.95126,11766.26318,28318.23244,10725.3312,30084.56663,12641.43768,31835.12497,13224.66659,32689.60645,12611.55685,30411.07801,12890.91291,31656.83025,11893.16624,31839.02904,14013.246,31597.10897,15515.6691,32212.4478,14096.34567,30469.88798
17903.01739,35654.68053,17647.89456,37127.92652,18140.9968,37222.89323,18907.07111,39664.4257,21169.21612,40593.87325,17675.69803,38825.96262,23792.39124,36164.25152,20849.92035,36913.06996,22427.90754,33245.31578,22518.88402,36658.26931,21593.65828,37714.54568
23083.20665,42102.27493,25900.73202,46952.75494,23794.72947,42735.70492,31964.93687,48748.09126,33840.06839,44765.915,33284.82786,50089.83632,31091.40444,47325.9766,36585.51705,43951.55894,31652.46662,43140.94845,35391.01163,44388.69067,30752.74558,43254.76129
38610.66469,53359.42637,36192.37322,51597.01985,49396.27304,53664.79658,48946.02991,48764.20827,61550.1468,55037.18078,55383.85759,51116.18837,50988.78091,54483.5844,45846.85996,51133.41649,48175.05977,41243.95987,47696.35344,54720.16758,49480.20388,51670.50259
49643.7914,57034.00743,56164.68455,53584.04027,73078.19251,66059.58357,55733.19543,53096.35081,98040.49883,45581.92954,61055.89892,53555.79041,60202.63262,60789.83292,67728.53349,46654.00762,60654.39726,42764.02677,65076.77792,43865.11935,59009.47232,46188.6701
