1260.77721,7201.429651,1330.905906,7216.937993,1332.2003,7510.117279,1222.875112,7471.945776,1218.458055,7623.321028,1253.527287,7880.871382,1181.639442,7772.853745,1157.346083,7868.207007,1137.173357,7787.629313,1390.339157,7908.812125,1233.896679,7887.181756
1990.80778,9616.920896,1923.135365,9663.003718,1853.700655,9980.686539,2085.295258,10192.24117,1936.486863,10384.86297,1929.41228,10455.87879,2038.389615,10533.48013,1833.752055,10541.21071,1997.542796,10660.59907,1910.356655,10691.56874,2098.850934,10636.31211
3050.960464,12657.67401,2993.835385,12967.8462,3341.757137,12968.10322,3181.586926,13501.64967,3016.539393,13826.84489,3201.618924,14114.95386,3140.194364,14158.55043,2906.3828,14298.35978,3557.05835,14065.96026,2863.514852,13994.59145,3157.194226,14165.68298
4195.839297,16403.66582,4641.51134,16865.68983,4453.986216,17345.79974,5023.251063,17494.65437,5200.548585,18755.88597,4395.044861,18887.2645,4441.848638,18733.33073,5340.934766,19410.99084,4978.21063,19255.80252,4926.308983,18730.09342,5110.866318,19023.91713
7986.728225,21958.21885,7386.042108,21687.62126,7880.700727,22702.61749,7505.423136,22764.13617,6942.592382,24947.03764,7700.67912,23736.74315,8672.489198,24627.41321,7545.178612,24233.13354,7472.638471,24796.72451,9829.673994,23641.86019,8326.516966,23330.96162
10774.46406,29164.72853,12026.39392,27821.14152,11544.03253,31200.39807,10302.31718,32235.68245,13696.80431,30640.15388,12163.467,31687.72202,12657.84272,31258.61311,14573.27404,32045.54901,12331.88169,31400.18956,14909.72551,33130.81116,13154.34027,31329.42874
17838.09445,34661.0384,25560.55573,41353.09054,18652.32593,37233.87306,20781.49842,38776.94841,17962.45777,37302.0705,19381.77499,39980.61213,25583.24714,46167.06585,20281.78329,38798.0433,21910.31825,36822.33872,24145.57996,40791.22753,22179.24345,42114.28396
25496.85725,42519.40659,37678.24149,53519.6757,33192.93256,46984.18281,36330.23029,48110.56349,30625.40599,41032.13611,31129.14917,47381.74358,37096.52907,47058.16015,31456.14072,46265.94829,33352.37983,42713.13363,35531.88565,43342.18949,36999.26466,47237.64517
34205.95102,53555.73862,42868.04376,57921.16369,47475.51197,53443.85193,48434.40233,57320.44418,34519.51435,55436.56888,53064.29875,58609.8183,40395.30115,53491.49911,47505.1013,65634.40255,39408.35475,53646.28653,54073.55512,51808.41842,51362.87607,44218.55814
51017.81216,56301.93998,87666.40735,65745.2268,52818.40087,49370.92863,59325.25354,58983.19809,68765.82229,60482.8031,58483.39693,54918.95843,68933.37428,55842.74666,67000.18628,48206.40843,58846.32935,52380.9357,57193.49639,49819.46736,62876.62253,57991.46553
